Table 1: Border Crossing/Entry Query Results at Port Level (Monthly)
Port Name, Year, Month, Trucks, Loaded Truck Containers, Empty Truck Containers, Trains, Loaded Rail Containers, Empty Rail Containers, Train Passengers, Buses, Bus Passengers, Personal Vehicles, Personal Vehicle Passengers, Pedestrians, 
AZ: Naco                                                    , 1995, 12 - DEC, 418, 0, 0, 0, 0, 0, 0, 0, 0, 24488, 63669, 5652, 
AZ: Nogales                                                 , 1995, 01 - JAN, 21633, 0, 0, 44, 0, 0, 0, 23, 563, 292899, 820117, 373550, 
AZ: Nogales                                                 , 1995, 02 - FEB, 23843, 0, 0, 0, 0, 0, 0, 28, 816, 252018, 705650, 345565, 
AZ: Nogales                                                 , 1995, 03 - MAR, 26896, 0, 0, 52, 0, 0, 0, 27, 894, 268056, 750583, 364700, 
AZ: Nogales                                                 , 1995, 04 - APR, 21074, 0, 0, 0, 0, 0, 0, 33, 1006, 263511, 737831, 371264, 
AZ: Nogales                                                 , 1995, 05 - MAY, 18113, 0, 0, 46, 0, 0, 0, 29, 962, 283816, 795693, 394353, 
AZ: Nogales                                                 , 1995, 06 - JUN, 15708, 0, 0, 50, 0, 0, 0, 3, 92, 279279, 781982, 369864, 
AZ: Nogales                                                 , 1995, 07 - JUL, 10504, 0, 0, 39, 0, 0, 0, 12, 400, 289995, 811986, 407613, 
AZ: Nogales                                                 , 1995, 08 - AUG, 10772, 0, 0, 49, 0, 0, 0, 7, 166, 293844, 822762, 431665, 
AZ: Nogales                                                 , 1995, 09 - SEP, 9805, 0, 0, 38, 0, 0, 0, 13, 436, 284318, 788992, 386395, 
AZ: Nogales                                                 , 1995, 10 - OCT, 12146, 0, 0, 47, 0, 0, 0, 25, 782, 293519, 821853, 392360, 
AZ: Nogales                                                 , 1995, 11 - NOV, 16653, 0, 0, 47, 0, 0, 0, 28, 882, 280198, 777550, 408120, 
AZ: Nogales                                                 , 1995, 12 - DEC, 18885, 0, 0, 44, 0, 0, 0, 18, 609, 286884, 796103, 452600, 
AZ: San Luis                                                , 1995, 01 - JAN, 4976, 0, 0, 0, 0, 0, 0, 3, 87, 262108, 655270, 242127, 
AZ: San Luis                                                , 1995, 02 - FEB, 5355, 0, 0, 0, 0, 0, 0, 3, 103, 233738, 584345, 222814, 
AZ: San Luis                                                , 1995, 03 - MAR, 5129, 0, 0, 0, 0, 0, 0, 3, 98, 218996, 547490, 231238, 
AZ: San Luis                                                , 1995, 04 - APR, 3564, 0, 0, 0, 0, 0, 0, 2, 106, 210195, 525487, 161573, 
AZ: San Luis                                                , 1995, 05 - MAY, 2948, 0, 0, 0, 0, 0, 0, 2, 50, 184145, 460363, 137071, 
AZ: San Luis                                                , 1995, 06 - JUN, 5177, 0, 0, 0, 0, 0, 0, 1, 30, 219799, 549498, 133365, 
AZ: San Luis                                                , 1995, 07 - JUL, 3050, 0, 0, 0, 0, 0, 0, 4, 132, 224032, 560080, 135693, 
AZ: San Luis                                                , 1995, 08 - AUG, 2073, 0, 0, 0, 0, 0, 0, 2, 104, 171989, 429973, 92222, 
AZ: San Luis                                                , 1995, 09 - SEP, 2034, 0, 0, 0, 0, 0, 0, 7, 280, 212468, 531170, 160817, 
AZ: San Luis                                                , 1995, 10 - OCT, 2570, 0, 0, 0, 0, 0, 0, 6, 180, 210652, 526630, 180676, 
AZ: San Luis                                                , 1995, 11 - NOV, 3814, 0, 0, 0, 0, 0, 0, 9, 360, 222983, 557458, 217157, 
AZ: San Luis                                                , 1995, 12 - DEC, 3765, 0, 0, 0, 0, 0, 0, 5, 212, 221230, 553075, 297994, 
AZ: Sasabe                                                  , 1995, 01 - JAN, 65, 0, 0, 0, 0, 0, 0, 0, 0, 1815, 4719, 365, 
AZ: Sasabe                                                  , 1995, 02 - FEB, 76, 0, 0, 0, 0, 0, 0, 0, 0, 1582, 4113, 365, 
AZ: Sasabe                                                  , 1995, 03 - MAR, 64, 0, 0, 0, 0, 0, 0, 0, 0, 1856, 4826, 366, 
AZ: Sasabe                                                  , 1995, 04 - APR, 64, 0, 0, 0, 0, 0, 0, 0, 0, 1825, 4745, 0, 
AZ: Sasabe                                                  , 1995, 05 - MAY, 79, 0, 0, 0, 0, 0, 0, 0, 0, 1782, 4633, 368, 
AZ: Sasabe                                                  , 1995, 06 - JUN, 96, 0, 0, 0, 0, 0, 0, 0, 0, 1795, 4667, 366, 
AZ: Sasabe                                                  , 1995, 07 - JUL, 89, 0, 0, 0, 0, 0, 0, 0, 0, 1540, 4004, 364, 
AZ: Sasabe                                                  , 1995, 08 - AUG, 130, 0, 0, 0, 0, 0, 0, 0, 0, 1711, 4487, 366, 
AZ: Sasabe                                                  , 1995, 09 - SEP, 155, 0, 0, 0, 0, 0, 0, 0, 0, 1625, 4225, 374, 
AZ: Sasabe                                                  , 1995, 10 - OCT, 182, 0, 0, 0, 0, 0, 0, 0, 0, 1670, 4342, 368, 
AZ: Sasabe                                                  , 1995, 11 - NOV, 133, 0, 0, 0, 0, 0, 0, 0, 0, 1942, 5049, 367, 
AZ: Sasabe                                                  , 1995, 12 - DEC, 164, 0, 0, 0, 0, 0, 0, 0, 0, 1921, 4995, 368, 
CA: Andrade                                                 , 1995, 01 - JAN, 342, 0, 0, 0, 0, 0, 0, 0, 0, 50728, 151169, 175295, 
CA: Andrade                                                 , 1995, 02 - FEB, 328, 0, 0, 0, 0, 0, 0, 0, 0, 51015, 151047, 215628, 
CA: Andrade                                                 , 1995, 03 - MAR, 388, 0, 0, 0, 0, 0, 0, 0, 0, 54017, 160971, 184605, 
CA: Andrade                                                 , 1995, 04 - APR, 268, 0, 0, 0, 0, 0, 0, 0, 0, 45820, 136543, 81248, 
CA: Andrade                                                 , 1995, 05 - MAY, 314, 0, 0, 0, 0, 0, 0, 0, 0, 43135, 128542, 52341, 
CA: Andrade                                                 , 1995, 06 - JUN, 316, 0, 0, 0, 0, 0, 0, 0, 0, 37485, 111705, 36413, 
CA: Andrade                                                 , 1995, 07 - JUL, 256, 0, 0, 0, 0, 0, 0, 0, 0, 36561, 108951, 31720, 
CA: Andrade                                                 , 1995, 08 - AUG, 308, 0, 0, 0, 0, 0, 0, 0, 0, 35585, 106043, 26446, 
CA: Andrade                                                 , 1995, 09 - SEP, 275, 0, 0, 0, 0, 0, 0, 0, 0, 37264, 112120, 34927, 
CA: Andrade                                                 , 1995, 10 - OCT, 309, 0, 0, 0, 0, 0, 0, 0, 0, 43171, 128649, 60935, 
CA: Andrade                                                 , 1995, 11 - NOV, 356, 0, 0, 0, 0, 0, 0, 0, 0, 45475, 135515, 117895, 
CA: Andrade                                                 , 1995, 12 - DEC, 272, 0, 0, 0, 0, 0, 0, 0, 0, 54133, 161316, 144415, 
CA: Calexico                                                , 1995, 01 - JAN, 24019, 0, 0, 40, 0, 0, 280, 100, 1212, 609967, 1817702, 523995, 
CA: Calexico                                                , 1995, 02 - FEB, 13253, 0, 0, 19, 0, 0, 133, 90, 1190, 570157, 1699067, 545731, 
CA: Calexico                                                , 1995, 03 - MAR, 13828, 0, 0, 22, 0, 0, 154, 128, 2574, 597473, 1780470, 559825, 
CA: Calexico                                                , 1995, 04 - APR, 12448, 0, 0, 18, 0, 0, 126, 106, 1868, 600970, 1790891, 535129, 
CA: Calexico                                                , 1995, 05 - MAY, 14313, 0, 0, 20, 0, 0, 140, 116, 2490, 647045, 1928194, 627672, 
CA: Calexico                                                , 1995, 06 - JUN, 13867, 0, 0, 22, 0, 0, 154, 208, 5567, 617264, 1839447, 575475, 
CA: Calexico                                                , 1995, 07 - JUL, 13904, 0, 0, 20, 0, 0, 140, 109, 2247, 553707, 1650046, 539063, 
CA: Calexico                                                , 1995, 08 - AUG, 15447, 0, 0, 23, 0, 0, 161, 105, 1383, 606567, 1807570, 511196, 
CA: Calexico                                                , 1995, 09 - SEP, 11891, 0, 0, 20, 0, 0, 140, 101, 1413, 580824, 1730856, 507693, 
CA: Calexico                                                , 1995, 10 - OCT, 14585, 0, 0, 21, 0, 0, 147, 217, 6342, 574463, 1711900, 619181, 
CA: Calexico                                                , 1995, 11 - NOV, 14449, 0, 0, 19, 0, 0, 133, 110, 1791, 559115, 1285964, 682361, 
CA: Calexico                                                , 1995, 12 - DEC, 13979, 0, 0, 20, 0, 0, 140, 94, 1729, 563490, 1679200, 872882, 
CA: Calexico East                                           , 1995, 01 - JAN, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
CA: Calexico East                                           , 1995, 02 - FEB, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
CA: Calexico East                                           , 1995, 03 - MAR, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
CA: Calexico East                                           , 1995, 04 - APR, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
CA: Calexico East                                           , 1995, 05 - MAY, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
CA: Calexico East                                           , 1995, 06 - JUN, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
CA: Calexico East                                           , 1995, 07 - JUL, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
CA: Calexico East                                           , 1995, 08 - AUG, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
CA: Calexico East                                           , 1995, 09 - SEP, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
CA: Calexico East                                           , 1995, 10 - OCT, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
CA: Calexico East                                           , 1995, 11 - NOV, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
CA: Calexico East                                           , 1995, 12 - DEC, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
CA: Otay Mesa                                               , 1995, 01 - JAN, 33769, 0, 0, 16, 0, 0, 287, 1129, 14880, 279012, 831457, 31659, 
CA: Otay Mesa                                               , 1995, 02 - FEB, 36618, 0, 0, 16, 0, 0, 0, 956, 9582, 267031, 795752, 25849, 
CA: Otay Mesa                                               , 1995, 03 - MAR, 42605, 0, 0, 22, 0, 0, 0, 1009, 12593, 306049, 912026, 30514, 
CA: Otay Mesa                                               , 1995, 04 - APR, 37284, 0, 0, 20, 0, 0, 0, 1206, 11874, 314959, 938578, 30904, 
CA: Otay Mesa                                               , 1995, 05 - MAY, 43276, 0, 0, 23, 0, 0, 0, 6115, 59218, 313521, 934293, 755577, 
CA: Otay Mesa                                               , 1995, 06 - JUN, 43950, 0, 0, 22, 0, 0, 44, 885, 11603, 285029, 849386, 32722, 
CA: Otay Mesa                                               , 1995, 07 - JUL, 39361, 0, 0, 20, 0, 0, 40, 1077, 7310, 322933, 962340, 32350, 
CA: Otay Mesa                                               , 1995, 08 - AUG, 45865, 0, 0, 236, 0, 0, 472, 1129, 5451, 304208, 906540, 31960, 
CA: Otay Mesa                                               , 1995, 09 - SEP, 41826, 0, 0, 20, 0, 0, 486, 742, 3545, 289720, 863366, 28269, 
CA: Otay Mesa                                               , 1995, 10 - OCT, 0, 0, 0, 0, 0, 0, 0, 1812, 37422, 283970, 846231, 61441, 
CA: Otay Mesa                                               , 1995, 11 - NOV, 43576, 0, 0, 20, 0, 0, 40, 1234, 10184, 284296, 847202, 37835, 
CA: Otay Mesa                                               , 1995, 12 - DEC, 37640, 0, 0, 21, 0, 0, 42, 1618, 14859, 298650, 889977, 46442, 
CA: San Ysidro                                              , 1995, 01 - JAN, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
CA: San Ysidro                                              , 1995, 02 - FEB, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
CA: San Ysidro                                              , 1995, 03 - MAR, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
CA: San Ysidro                                              , 1995, 04 - APR, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
CA: San Ysidro                                              , 1995, 05 - MAY, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
CA: San Ysidro                                              , 1995, 06 - JUN, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
CA: San Ysidro                                              , 1995, 07 - JUL, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
CA: San Ysidro                                              , 1995, 08 - AUG, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
CA: San Ysidro                                              , 1995, 09 - SEP, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
CA: San Ysidro                                              , 1995, 10 - OCT, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
CA: San Ysidro                                              , 1995, 11 - NOV, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
CA: San Ysidro                                              , 1995, 12 - DEC, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
CA: Tecate                                                  , 1995, 01 - JAN, 2527, 0, 0, 1, 0, 0, 428, 54, 2010, 77946, 272811, 18129, 
CA: Tecate                                                  , 1995, 02 - FEB, 3053, 0, 0, 0, 0, 0, 0, 52, 1180, 76796, 268786, 18627, 
CA: Tecate                                                  , 1995, 03 - MAR, 3610, 0, 0, 1, 0, 0, 376, 50, 1025, 84694, 296429, 20385, 
CA: Tecate                                                  , 1995, 04 - APR, 3560, 0, 0, 1, 0, 0, 355, 54, 1960, 84890, 297115, 20839, 
CA: Tecate                                                  , 1995, 05 - MAY, 3654, 0, 0, 0, 0, 0, 0, 57, 1862, 92063, 322221, 25815, 
CA: Tecate                                                  , 1995, 06 - JUN, 3622, 0, 0, 1, 0, 0, 340, 58, 1778, 86581, 258011, 23990, 
CA: Tecate                                                  , 1995, 07 - JUL, 3717, 0, 0, 0, 0, 0, 0, 56, 1320, 94986, 283058, 23182, 
CA: Tecate                                                  , 1995, 08 - AUG, 4336, 0, 0, 0, 0, 0, 0, 62, 1996, 95310, 284023, 20609, 
CA: Tecate                                                  , 1995, 09 - SEP, 3428, 0, 0, 1, 0, 0, 338, 60, 1910, 88269, 263041, 20126, 
CA: Tecate                                                  , 1995, 10 - OCT, 3350, 0, 0, 2, 0, 0, 691, 87, 3604, 98926, 294799, 21111, 
CA: Tecate                                                  , 1995, 11 - NOV, 3462, 0, 0, 1, 0, 0, 347, 81, 1259, 85959, 256158, 20275, 
CA: Tecate                                                  , 1995, 12 - DEC, 3062, 0, 0, 0, 0, 0, 0, 72, 989, 93118, 277492, 22284, 
NM: Columbus                                                , 1995, 01 - JAN, 126, 0, 0, 0, 0, 0, 0, 1, 31, 23413, 35359, 5909, 
NM: Columbus                                                , 1995, 02 - FEB, 64, 0, 0, 0, 0, 0, 0, 0, 0, 27856, 41784, 6527, 
NM: Columbus                                                , 1995, 03 - MAR, 98, 0, 0, 0, 0, 0, 0, 0, 0, 25237, 32915, 7758, 
NM: Columbus                                                , 1995, 04 - APR, 103, 0, 0, 0, 0, 0, 0, 0, 0, 26736, 40231, 9414, 
NM: Columbus                                                , 1995, 05 - MAY, 98, 0, 0, 0, 0, 0, 0, 0, 0, 29368, 44074, 10550, 
NM: Columbus                                                , 1995, 06 - JUN, 96, 0, 0, 0, 0, 0, 0, 0, 0, 28569, 42965, 9700, 
NM: Columbus                                                , 1995, 07 - JUL, 202, 0, 0, 0, 0, 0, 0, 0, 0, 28811, 43427, 10199, 
NM: Columbus                                                , 1995, 08 - AUG, 408, 0, 0, 0, 0, 0, 0, 1, 37, 31138, 46846, 12780, 
NM: Columbus                                                , 1995, 09 - SEP, 577, 0, 0, 0, 0, 0, 0, 0, 0, 29038, 43637, 0, 
NM: Columbus                                                , 1995, 10 - OCT, 455, 0, 0, 0, 0, 0, 0, 1, 40, 29309, 44055, 13146, 
NM: Columbus                                                , 1995, 11 - NOV, 107, 0, 0, 0, 0, 0, 0, 0, 0, 37364, 48658, 12611, 
NM: Columbus                                                , 1995, 12 - DEC, 112, 0, 0, 0, 0, 0, 0, 1, 30, 29353, 38396, 9761, 
NM: Santa Teresa                                            , 1995, 01 - JAN, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
NM: Santa Teresa                                            , 1995, 02 - FEB, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
NM: Santa Teresa                                            , 1995, 03 - MAR, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
NM: Santa Teresa                                            , 1995, 04 - APR, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
NM: Santa Teresa                                            , 1995, 05 - MAY, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
NM: Santa Teresa                                            , 1995, 06 - JUN, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
NM: Santa Teresa                                            , 1995, 07 - JUL, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
NM: Santa Teresa                                            , 1995, 08 - AUG, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
NM: Santa Teresa                                            , 1995, 09 - SEP, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
NM: Santa Teresa                                            , 1995, 10 - OCT, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
NM: Santa Teresa                                            , 1995, 11 - NOV, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
NM: Santa Teresa                                            , 1995, 12 - DEC, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
TX: Brownsville                                             , 1995, 01 - JAN, 19579, 0, 0, 48, 0, 0, 192, 379, 7580, 474641, 1186604, 255988, 
TX: Brownsville                                             , 1995, 02 - FEB, 18408, 0, 0, 47, 0, 0, 100, 278, 5560, 439840, 1099601, 236501, 
TX: Brownsville                                             , 1995, 03 - MAR, 18307, 0, 0, 55, 0, 0, 220, 309, 6180, 480998, 1202494, 344377, 
TX: Brownsville                                             , 1995, 04 - APR, 16268, 0, 0, 46, 0, 0, 184, 306, 6120, 480330, 1200825, 275358, 
TX: Brownsville                                             , 1995, 05 - MAY, 17580, 0, 0, 54, 0, 0, 216, 342, 6840, 497573, 1243934, 273418, 
TX: Brownsville                                             , 1995, 06 - JUN, 19670, 0, 0, 54, 0, 0, 216, 337, 6740, 478147, 1195369, 263510, 
TX: Brownsville                                             , 1995, 07 - JUL, 18034, 0, 0, 49, 0, 0, 196, 375, 7500, 522324, 1305811, 288535, 
TX: Brownsville                                             , 1995, 08 - AUG, 21438, 0, 0, 53, 0, 0, 212, 359, 7180, 484494, 1211236, 276876, 
TX: Brownsville                                             , 1995, 09 - SEP, 20363, 0, 0, 47, 0, 0, 329, 326, 6520, 468236, 1170590, 253510, 
TX: Brownsville                                             , 1995, 10 - OCT, 19689, 0, 0, 56, 0, 0, 224, 348, 6960, 471988, 1179971, 253648, 
TX: Brownsville                                             , 1995, 11 - NOV, 17719, 0, 0, 52, 0, 0, 0, 384, 7680, 458084, 1145211, 262310, 
TX: Brownsville                                             , 1995, 12 - DEC, 16634, 0, 0, 70, 0, 0, 0, 374, 7480, 511742, 1279356, 324506, 
TX: Del Rio                                                 , 1995, 01 - JAN, 3091, 0, 0, 0, 0, 0, 0, 598, 0, 129718, 376182, 21910, 
TX: Del Rio                                                 , 1995, 02 - FEB, 2898, 0, 0, 0, 0, 0, 0, 540, 0, 117657, 341205, 20736, 
TX: Del Rio                                                 , 1995, 03 - MAR, 3428, 0, 0, 0, 0, 0, 0, 598, 0, 130895, 379595, 22383, 
TX: Del Rio                                                 , 1995, 04 - APR, 3018, 0, 0, 0, 0, 0, 0, 579, 0, 135714, 393571, 22659, 
TX: Del Rio                                                 , 1995, 05 - MAY, 3136, 0, 0, 0, 0, 0, 0, 598, 0, 134848, 391059, 22863, 
TX: Del Rio                                                 , 1995, 06 - JUN, 3155, 0, 0, 0, 0, 0, 0, 579, 0, 129790, 376391, 22212, 
TX: Del Rio                                                 , 1995, 07 - JUL, 2732, 0, 0, 0, 0, 0, 0, 598, 0, 139995, 405986, 23337, 
TX: Del Rio                                                 , 1995, 08 - AUG, 3230, 0, 0, 0, 0, 0, 0, 598, 0, 131596, 381628, 22574, 
TX: Del Rio                                                 , 1995, 09 - SEP, 3112, 0, 0, 0, 0, 0, 0, 579, 0, 131539, 381463, 24502, 
TX: Del Rio                                                 , 1995, 10 - OCT, 3622, 0, 0, 0, 0, 0, 0, 598, 598, 137116, 397637, 22744, 
TX: Del Rio                                                 , 1995, 11 - NOV, 3428, 0, 0, 0, 0, 0, 0, 579, 579, 132951, 385558, 22196, 
TX: Del Rio                                                 , 1995, 12 - DEC, 2581, 0, 0, 0, 0, 0, 0, 598, 598, 153061, 443877, 23970, 
TX: Eagle Pass                                              , 1995, 01 - JAN, 4936, 0, 0, 93, 0, 0, 372, 497, 497, 217766, 544442, 30066, 
TX: Eagle Pass                                              , 1995, 02 - FEB, 5037, 0, 0, 88, 0, 0, 352, 417, 417, 195538, 488845, 28503, 
TX: Eagle Pass                                              , 1995, 03 - MAR, 5057, 0, 0, 89, 0, 0, 356, 483, 483, 206553, 516383, 33805, 
TX: Eagle Pass                                              , 1995, 04 - APR, 3690, 0, 0, 84, 0, 0, 336, 386, 386, 205054, 512635, 33210, 
TX: Eagle Pass                                              , 1995, 05 - MAY, 4514, 0, 0, 94, 0, 0, 376, 499, 499, 211088, 527576, 33347, 
TX: Eagle Pass                                              , 1995, 06 - JUN, 4276, 0, 0, 101, 0, 0, 404, 464, 464, 198977, 497443, 29495, 
TX: Eagle Pass                                              , 1995, 07 - JUL, 3954, 0, 0, 96, 0, 0, 384, 466, 466, 213666, 534165, 30245, 
TX: Eagle Pass                                              , 1995, 08 - AUG, 4944, 0, 0, 93, 0, 0, 372, 475, 29962, 202350, 455288, 29962, 
TX: Eagle Pass                                              , 1995, 09 - SEP, 3935, 0, 0, 111, 0, 0, 444, 434, 434, 192907, 482286, 29975, 
TX: Eagle Pass                                              , 1995, 10 - OCT, 4667, 0, 0, 105, 0, 0, 420, 444, 444, 203497, 508743, 32577, 
TX: Eagle Pass                                              , 1995, 11 - NOV, 4218, 0, 0, 110, 0, 0, 440, 465, 465, 199064, 497660, 34953, 
TX: Eagle Pass                                              , 1995, 12 - DEC, 3798, 0, 0, 116, 0, 0, 464, 450, 450, 231906, 579765, 49795, 
TX: El Paso                                                 , 1995, 01 - JAN, 51264, 0, 0, 78, 0, 0, 0, 484, 10125, 1309048, 3010810, 268549, 
TX: El Paso                                                 , 1995, 02 - FEB, 50599, 0, 0, 73, 0, 0, 0, 452, 8685, 1267202, 2914565, 439828, 
TX: El Paso                                                 , 1995, 03 - MAR, 59381, 0, 0, 80, 0, 0, 0, 443, 9106, 1355504, 3107659, 382405, 
